sentimento,comentarios
negative,o produto não foi entregue disseram no rastreiamento que ele ainda não chegou na unidade de salvador isso foi no dia e hoje não tenho mais nenhuma notícia espero resposta fas
negative,demora absurda para entrega dentro do prazo especificado por eles mas ainda sim muito demorado
neutral,ainda nao recebi a mercadoria
negative,achei o produto muito inferior pelo preço que paguei esperava algo melhor
positive,chegou dias após efetuar a compra obrigado
positive,produto muito bom e chegou em tempo recorde
negative,meu pedido não foi entregue gostaria de maiores informações
positive,site muito bom recomendo
positive,muito satisfeita com o produto é a loja
positive,produto excelente aprovadissimo
positive,produto de boa qualidade gostei muito e a entrega a mais rápida antes do prazo determinado recomendo
positive,produto muito bom e bonito
negative,atrasou
neutral,bom dia queria ver sobre a entrega do meu suporte de tv
negative,foi solicitado o reembolso que não aconteceu descaso total
positive,até hoje ainda na tive problemas com compras nas lojas lannister muito boa compra
positive,só não gostei pq tive que ir buscar no correio
positive,excelente logística a única situação negativa é que eu fiz a compra de dois produtos e cada produto é enviado em dois fretes diferentes cada produto é um frete
negative,prezados gostaria de informar que fiz a devolução do produto no dia e até o momento não recebi a devolução do valor pago sendo que mesmo assim ainda esta vindo o desconto das parcelas
negative,não recebi o produto e depois me falaram que meu vale de reembolso já estava disponível mas era mentira não liberaram nada esta loja só fica me enrolando
positive,mto bonito e de mta qualidade
positive,esta loja merece receber pois ela é mais que pontual até porque todas as minhas compras tem chegado antes que o prazo estabelecido pela própria loja estou muito sastifeito
negative,eu comprei dois pendentes o simples e o duplo mas entregaram apenas o simples eu estou aguardando a entrega da outra mercadoria
negative,foram pedidos dois suportes para duas tvs e somente veio um aguardo o segundo suporte
positive,produtos entregues conforme a solicitação e exatamente iguais à proposta oferecida no site entrega no prazo e o produto veio embalado sem danos pelo transporte sem contar que as malas são lindas
positive,o produto chegou em bom estado funcionado tudo correto
positive,produto de acordo com o meu pedido atende aos meus projetos muito bom
positive,entrega dentro do prazo bom atendimento
positive,cumpriu na íntegra tudo que foi oferecido
negative,não recebi o produto é o atendimento da shoptaime é ruim
positive,produto conforme a descrição do anúncio e entregue dentro do prazo estou muito satisfeita
negative,não recebi um dos mouse pad
positive,entregaram bem antes do prometido pelo valor bem bom o produto
positive,produto entregue dentro do prazo expectativa superada
positive,um produto dentro do prazo e outro atrasou dia
neutral,so fica dificil comprar por causa do frete que e caro
positive,cortina linda amei irei comprar outras cores
positive,rápido e eficiente na entrega
negative,o relógio é muito bonito não me agradou a empresa o produto não veio bem embalado e faltando o manual
positive,o produto chegou antes do prazo e é idêntico a descrição feita no anuncio sem contar que estava com o menor preço anunciado na internet na época que comprei
positive,houve problema na entrega correios o qual foi solucionado sem que excedesse o prazo previsto
negative,não é o mesmo produto que fiz o pedido mas chegou perfeito
neutral,devido a variedade da linha de produtos e opções aparador pelos da philips a loja poderia oferecer informações completas e esclarecedoras sendo possível comparar e ter ideia de qual modelo vem o q
positive,super recomendo entrega no prazo muito bem embalado ótimo produto
positive,perfeito no compromisso
positive,produto conforme descrito muito bom e entrega rápida
negative,as lannister deveria escolher como parceira empresas que zelem pelo seu nome
neutral,a entrega dos produtos foi muito confusa e fora da data
positive,a cor do fivela das sacolas deveriam ser azuis e não brancas o branco ficou desproporcional da sacola
negative,não recebi o produto completo como deveria comprei unidades na mesma loja porém só veio unidade espero receber o produto que falta o mais breve possível
positive,bem antes de prazo
negative,o produto poderia ser embalado as partes estofadas brancas vem sem nenhuma proteçao ou embalagem soltas com ums papelao
negative,pago a dias e o produto não foi entregue
negative,adorei a capinha mas a película de vidro veio errada bem menor que a tela do aparelho
positive,entregue antes do prazo eu amei
positive,recebi num prazo menor que o estimado produto conforme anunciado com nota fiscal
neutral,demorou muito a entrega sendo que o frete foi caríssimo
positive,tá de parabéns essa loja entrega rápida e produto de qualidade
positive,sempre comprei e nao tive problema algum
negative,status da entrega fica informando sem estoque mas se voce entrar para comprar informa que só restam unidades em estoque e fica me enviando todo dia email para comprar eu comprei e não recebo
positive,direito o microondas
positive,produto de ótima qualidade indico
positive,total sinceridade com o cliente entrega muito rápida totalmente satisfeita com produto
neutral,recebi no prazo
negative,comprei o produto e não foi entregue o prazo de entrega era até dia liguei pra fazer a reclamação e ficaram de me retornar a ligação e até hoje dia não entraram em contato
negative,recebi o xampu e não recebi o creme
positive,recebi o produto escolhido no prazo estipulado pelo site
negative,o pen drive não está transferindo as gravações pro cartão de memória ele diz que não precisa de quick para encaixar o cartão de memória mas esse tem o quick quero trocar
neutral,no momento da compra digitei o produto errado e não consigo trocar pelo produto correto pelo site por isso quero devolver para utilizar o vale para efetuar a compra do produto correto
positive,adoro comprar nas lojas lannister recomendo sempre abraços
positive,chegou tudo ok produto de boa qualidade
positive,comprei o produto apesar de não ter nenhuma avaliação fiquei com receio mas parece mto bom já usei é fantástico pela praticidade leveza já encomendei outra recomendo
positive,o relógio que eu comprei chegou super rápido bem embalado e conforme anúncio recomendo
positive,recebi o quadro embalado em caixa de papelão com cantos esfolados deveria ter sido embalado com melhor proteção como plástico com bolha cantoneira como fazem outras empresas do ramo quadro sem vidro
positive,chegou rápido item correto recomendo
negative,eu pedi unidades me entregaram
positive,muito bom o produto chegou com atraso no entanto a culpa foi dos correios pois o mesmo foi postado rapidamente
positive,bom produto recomendo
negative,ainda não recebi o produto
negative,recebi somente dois dos três produtos e veio primeiro um produto que nem tinha o código de rastreamento como tinha o outro código de rastreamento fiquei tranquilo achando que chegaria o restante no
positive,lindas
positive,já sou cliente a anos das lojas lannister bem como suas parceiras nunca tive problema algum nas entregas e prazo quanto ao mp gostei simples e fácil de usar aprovado
neutral,eu comprei as suas panelas juntas e só veio uma panela
neutral,atende o objetivo porém a porta hdmi apresenta falha na imagem ao ligar o hdmi do notebook
neutral,único ponto negativo é a embalagem do produto caixinha da casio muito feia e que não oferece nenhum tipo de proteção ao objeto
positive,não recomendo porque comprei um marron e passou do prazo e não chegou esse chegou mais o outro é da mesma loja e não chegou o prazo era até sexta agora vou aguardar chega o outro
negative,entao nunca tive problemas com minhas compras porem deste vez deixou a desejar ou seja estava agendado para ser entregue na seguinte data ate agora nada
positive,amei o produto muito boa e muito bonita chegou bem antes do prazo previsto ta de parabens
negative,sem nenhuma explicação o pedido foi cancelado
negative,o produto que comprei veio em desacordo estou no aguardo do produto que comprei fico chateado com isso pois mandaram um produto ching ling no lugar e oque me chama a atenção é uma empresa errar
positive,produto de bom custo beneficio
positive,para minha surpresa chegou antes do tempo previsto que é o maior problema de comprar neste site
negative,dessa vez a culpa foi dos correios ele se atrasaram deve ser a tal greve deles
negative,ainda estou aguardando uma resposta sobre o fato de ter recebido apenas um dos dois produto que comprei
positive,produto entregue no praso estou satifeito muuto bom
negative,o prazo para a entrega já era absurdo e ainda assim conseguiram nao entregar no prazo ainda nao recebi o produto
positive,o produto chegou dentro do prazo e especificações previstos
positive,recebi os produtos de acordo com o pedido tive um atraso na entrega devido à greve dos correios
positive,correu tudo bem com a compra o único problema foi que durante o pagamento não dá pra saber que a entrega é pelos correios e a embalagem veio bem amassada preferiria transportadora particular
negative,comprei quite e so recebi estou aguardando o outro
negative,o produto veio sem os suportes laterais já enviei emails e não recebi nenhum posicionamento até o momento muito insatisfeito falta de organização
positive,produto correto foi entregue tal como descrito antes do prazo prometido
positive,produto lindo nota
positive,produto de qualidade imã potente e dá a impressão de ser bem construído chegou antes do prazo estipulado
negative,produto veio com defeito não funciona bem vou pedir troca o preço não vale a dor de cabeça fui em uma elétrica e comprei um prestasse
positive,entrega antes do previsto
negative,estou aguardando minha mercadoria não recebi nenhum contato sobre o atraso na entrega minha mercadoria
positive,muito bom adorei
positive,com certeza indicaria
positive,excelente atendimento recomendo a todos
positive,entrega super rápida e excelente produto
negative,entendo que pode haver um lapso na hora da remessa pois o produto veio na cor errada entretanto prefiro aguardar as providências para uma avaliação pelo critério de comprometimento com o cliente
positive,eu gostei muito de comprar pelo sait é confialvel vem tudo do mesmo jeito completo sem nada a se preocupar com o produto ja comprei outra vez e recomendo pros meus colegas e amigos são muito
positive,muito boa a mala parabéns
positive,entrega feita bem antes do prazo muito bom
positive,tudo excelente desde a comora até a entrega
positive,show de bola entrega super rápida produto exepcional
negative,paguei por kits e só recebi o que houve
positive,eu apenas pensei que o relógio era maior mais gostei bastante mesmo assim
positive,o produto chegou bem antes do prazo e atendeu bem as minhas expectativas valeu esta
negative,ainda aguardo o envio do meu produto está em atraso
negative,a entrega teve dias de atraso conforme a previsão não recomendaria porque o pedido foi feito dia e só recebi dia ou seja dias acho que a espera foi muito longa
positive,estou aguardando meu pedido mas recomendo sim
negative,não recomendo pois meu pedido veio errado não foi o produto que comprei veio um totalmente diferente
positive,eu amei o produto e comprometimento com a data da entrega chegou bem antes parabéns
neutral,gastei muita passagem depois de pagar frete passagem e uber tá faltando
positive,gostei muito vou poder atender pessoas carentes com esses cobertores muito obrigada
neutral,produto não chegou no tempo prometido e ainda não veio
negative,ausência de informação sobre o produto induz à compra incorreta com a ausência de informação sobre tamanho da camiseta induz a pensar que seja tamanho único o produto recebido no entanto era p
positive,excelente produto amei entregue antes da data prevista
negative,ainda não recebi a encomenda até agora
positive,confesso q fiquei receosa por não conhecer o parceiro mas a mochila chegou bem embalada e antes do prazo e é exatamente como na foto gostei bastante recomendo
neutral,ainda não deu tempo de tomar para ver o resultado
negative,péssimo e gosto horrível impossível de beber não desolve me sinto arrependida lannister usei só scop gostaria de trocar não faz dias q comprei tem jeito
positive,lojas lannister está de parabéns produto excelente entrega dentro do prazo arrasou super recomendo
negative,comprei um produto e entregaram outro difetente do que pedi e mais solicitei a devolucao ou troca e ate agora nada estam se fazendo de dezentendidos e fazer pouco caso do cliente ne
negative,o produto não foi entregue até o momento estou insegura quanto ao recebimento
positive,ja comprei varias vezes eu sempre fui bem atendido otimo atendimento prazos de entregas dentro do prazo estipulado sempre chega antes da data prevista
neutral,o produto até foi entregue dentro do prazo mas demorou muito e recebi o produto com a cor errada e com o visor arranhado o produto fone de boa qualidade
positive,o produto chegou bem antes do prazo marcado por isso prefiro sempre as lojas lannister
positive,o produto chegou antes da data prevista e sem contratempos
negative,não sei se o problema foi a transportadora ou a empresa de cadeiras mas das cadeiras presidência são uma foi entregue
positive,parabéns pela loja ótimo produto ótimo preço ótimo prazo de entrega
positive,a princípio fiquei com receio por não ter nenhuma avaliação aqui mas pesquisei mais informações sobre a empresa e comprei e super recomendo o aparelho chegou com dias e veio sem nenhum defeito
positive,xxx
positive,parabéns pelo serviço sempre compro produtos com vocês e chega antes do prazo previsto e o produto vem lacrado sem danos e correto
positive,atendeu minhas espectativas
negative,sé melhorassem o tempo de entrega para região norte tenho sertesa que aumentariam as vendas é teriam clientes muito mais satisfeitos obrigado é até próxima
positive,chegou super rápido antes da data prevista produto ótimo muito bom o acabamento perfeito
positive,super rápido
positive,pedido chegou muito rápido bem antes que a data prevista
positive,compra e entrega sem problemas
negative,produto de péssima qualidade um plástico muito fino que com certeza irá ressecar em pouco tempo base de plástico muito ruim pela foto imaginei um produto pelo menos bem cabado enfim não recomendo
neutral,não gostei porque tive que busca no correio nem entregaram na minha residência
positive,td certo e recomendo o vendedor
positive,atendido
neutral,a entrega foi rapida
negative,comprei três colchas no mesmo pedido chegou apenas uma não tem um canal de apoio ao cliente adequado
positive,tudo ok produto de boa qualidade
negative,estou aguardando o produto
positive,prazo bom exatamente como ve vê na foto
positive,chegou e bem antes do prazo
positive,entrega top
positive,não tenho nada o que falar só agradecer muito obrigado e linda
negative,consta do histórico de rastreamento da entrega que eu recusei receber o produto como assim absurdo o produto não chegou
positive,produto cumpre o que promete
positive,excelencia sempre compro aqui
negative,de felpuda não tem nada fina camada a propaganda deixa a desejar e infringe o código do consumidor
negative,perderam um cliente
neutral,o carregador veio sem o cabo de energia quanto a entrega ok
positive,recebi antes do prazo a entrega foi super rápida obrigado
negative,gostei e recomendo
positive,quadros excelentes com ótimo acabamento satisfeita
positive,entrega super rápida
negative,não recebi meu produto deu falha na entrega e ninguém entrou em contato por favor gostaria de saber se vão entregar ou devolver meu dinheiro
negative,comprei dois relógios um relógio feminino bracelete dourado strass que chegou com defeito e outro relógio feminino bracelete flor com pérolas que ñ chegou mas consta como entregue
negative,não foi entregue o produto
neutral,cancelei a compra por não ter recebido o produto
positive,super recomendo é exatamente como pensei chegou com dias antes parabéns baratheon
positive,amei a fonte superou minhas espectativas é muito linda veio muito bem embalada recomendo essa loja
positive,um produto de boa qualidade e entraga no prazo
positive,o produto chegou no prazo e superou minhas expectativas recomendo
negative,é a primeira vez que compro pela stark e o prazo dado da entrega foi de dias e hoje dia não recebi e o site é de difícil navegação
neutral,achei que teria espaço para guardar moedas e quando fechada fica muito grossa
positive,espero que a baratheon continuem sempre a oferecer os melhores produtos a preços acessíveis e entregar sempre dentro do prazo náo é a primeira vez que compro e amigos também dão boas referências
positive,chegou antes do prazo muito bem embalado voltarei a comprar com certeza em breve
positive,execelente entregue meu pedido na data ok obrigada
positive,compraria novamente do vendedor
positive,muito boa a loja nunca tive problemas
negative,eu não compro mais
negative,boa tarde enviaram uma chave de nf e inválida estou solicitando a dias e não me enviaram o produto chegou precisamos fazer a baixa financeira e fiscal e não podemos pois não temos a nota fiscal
positive,muito bom e no prazo
positive,produto entregue antes do prazo excelente
negative,copra veio errada e não consigo reclamar com a baratheon pelo telefone esta sempre ocupado
neutral,produto bom veio faltando uma peça mas sei que a loja resolvera o problema afinal compro aqui há anos e nunca tive problema recomendo
negative,não recebi o produto até hoje a data de entrega estava prevista para do
negative,péssima estou aguardando a mercadoria até hoje já paga pelo cartão
neutral,quero saber o motivo de não ter sido entregue o produto pares de anjos de rede
positive,gostei muito do produto e chegou antes do prazo
positive,recebi o produto bem antes do prazo ainda não foi testado pois é presente e não foi entregue
neutral,o prendedor é ótimo a entrega demorou
positive,esperava mais da pintura mas minha filha amou
neutral,o produto é ruim não funciona e não firma adequadamente na cabeça sai facilmente durante a noite
positive,gostei da rapidez do atendimento e o envio do número para rastreamento
positive,produto ótimo ótima qualidade muito confortável e aconchegante meus felinos amaram
positive,produtos entregues bem antes do prazo
negative,recebi aquela frigideira de revestimento preto que tem valor inferior imediatamente solicitei a troca porém o produto correto não estava disponível mandaram qualquer coisa no lugar sem me consult
neutral,realizei a compra de duas unidades dessa luminária pendente recebi somente uma unidade na entrega recebi a nota fiscal com a quantidade de duas
neutral,ainda nao recebi o produto mas o rastreamento dos correios consta que o mesmo já está aqui e bh continuo aguardando
positive,recomendo e se precisar voltarei à comprar
positive,só problema é que não avisa que é preciso ter um cartucho
positive,estão de parabéns entrega super agil
negative,a mercadoria chegou errada trocaram meu pedido e ainda não recebi muito ruim essa empresa de entregas a targaryen não aguarda vc ir receber não entra em condomínio não deixa vc verificar o produto
positive,produto muito bom
neutral,produto chegou antes do prazo material bom
neutral,a imagem da pintura é perfeita igualzinha do anúncio porém achei o material pouco resistente e não tem acabamento nas bordas das peças mas é lindo
negative,o produto não é nada bom fiquei muito insatisfeita
negative,controle aquarios deveria ligar todos os conversores aquario mas tenho tipos aqui e não funcionou em nenhum para evitar transtornos comprei um conversor aquario dtv no baratheon e ligou
neutral,tive que ir aos correios para retirar meu produto sendo que paguei o frete de r os quais requeiro o seu reembolso como medida da mais lídima justiça
positive,rapido simples e pratico recomendadíssimo
negative,mês que comprei o produto e até agora não recebi ninguém dá uma posição do do que você pode fazer quando receber eu classifico novamente
negative,infelizmente o produto enviado braçadeira armband veio com defeito de fabrica também venho relatar que o material do produto e de péssima qualidade parece produto de feira xing ling totalme
positive,comprei na quinta final da tarde e chegou no sábado pela manhã produto melhor do que nas fotos
negative,comprei paguei e não recebi nada
positive,excelente produto capa de proteção com ótimo acabamento com detalhes na parte traseira que fazem toda diferença material flexível que dá muita sensação de segurança com entrega antes do prazo
negative,não atendeu ao prazo limite de entrega
positive,produto entregue antes do tempo indicado
negative,não recebi o produto ainda pelo prazo não recomendo
positive,o produto é o esperado e o fornecedor cumpriu o combinado
negative,ainda estou aguardando
positive,material bom ótimo produto recomendo
positive,entrega rápida o produto parece excelente eu ainda não usei mas atendeu minhas expectativas
positive,gostei do produto de boa qualidade
positive,tudo muito bom adorei
negative,muito atraso na entrega de um produto simples e pequeno até hoje não recebi nem o produto nem uma satisfação sobre o assunto
negative,produto veio com avarias no pé ligamos para o fabricante que disse que não era problema deles e sim da baratheon e desligou o telefone na minha cara tentamos troca pela baratheon e sempre dava erro
negative,o produto veio diferente do pedido original comprei um modelo e me enviaram outro não fiquei satisfeita com a compra já fiz a reclamação com a lojas lannister
negative,produto entregue diferente da compra
negative,paguei pelo produto e não recebi
negative,a lannister me pergunta insistentemente se recebi não não recebi nada ainda devo aguardar preciso de um posicionamento da lannister
positive,recebi o produto exatamente da forma da descrição não levou nem dias para chegar material muito bom satisfeita
positive,ótimo produto envio rápido e recebimento antes do previsto estou muito satisfeito
positive,muito boa entrega
positive,ótimo produto entregue dentro do prazo
positive,é um kit bom de qualidade no entanto o pincel de esfumar é muito magrinho
positive,entregou bem antes do prazo
positive,produto em perfeito estado conforme o anuncio
positive,recebi um email dizendo que eu não receberia o produto quatro dias depois a iogurteria chegou não entendi mas fiquei contente
positive,chegou antes do prazo super rápido
positive,agradeço por ter recibo antes do prazo
positive,o suporte para cartão de memoria não funcionou não encaixa o cartão de memoria
positive,tenho a loja baratheon como a minha preferencia e recomendo
positive,mesmo a máquina ter vindo errada já se prontificaram e estão me dando assistência para vim a máquina correta
positive,na foto parecia cinza porém eu queria preta mas comprei mesmo assim por que o valor estava ótimo chegou preta como eu gostaria amei
positive,muito bom
negative,ainda nao recebi o produto e nao tive email ou contato algum para aviso de novo prazo
negative,comprei dois controles universais para ar condicionado e infelizmente recebi controles para tv d samsung
positive,sou cliente satisfeito nunca tive problemas com essa loja lannister parabéns a toda a equipe
positive,produto conforme esperado
positive,amei vou comprar um pra minha prima
positive,ótima compra o produto chegou no prazo e em bom estado
positive,excelente produto fácil montagem prático e bonito
negative,botei meu dinheiro fora comprei um papael de parede e o produto é muito ruim não cola e olha que no anuncio avisa que a parede não precisa ter massa corrida entoa comprei rasguei dinheirooooo
positive,chegou antes do prazo super rápido
neutral,comprei um relogio de e paguei de frete e a loja envia pelo correio e ainda via pac
positive,muito bom o atendimento e o prazo de entrega melhor que a caloteira américanas com
positive,o prazo de entrega surpreendeu
positive,recebi o produto conforme descrito no anuncio tudo em ordem
positive,gostei do produto gostei como ele chegou por ser frágil veio muito embalado
positive,entrega perfeita produto maravilhoso estão de parabéns super indico
positive,vendedor rápido e atencioso recomendo a todos
positive,gostei do produto e da rapidez ao ser entregue mais não fiquei satisfeita pela embalagem que veio achei muito fuleira pois a caixa do casio veio toda amassada e de péssima qualidade
neutral,kit foi entregue falta o outro a tinta preta do kit não funciona gostaria de trocá la obrigado
negative,foram pedidos unidades e recebemos só
positive,recebi
neutral,produto vazando
negative,continuo aguardando a entrega do produto
negative,só tem um problema ela está marcando errado
positive,rápido no envio
positive,fiquei satisfeita com a compra o produto chegou no prazo e era exatamente o que eu pedi
positive,chegou antes do dia previsto chegou tudo certo
positive,o produto chegou no prazo e é como descrito porem na parte de tras do produto ficou desnivelado faltou acabamento
positive,produto entregue no prazo e igual ao anuncio recomendo top
negative,achei q pelo preço viria o edredom
positive,gostaria de fazer a devolução do produto já entrei no site solicitando o cancelamento mas já se passaram horas e ainda não obtive resposta de como devo proceder
positive,confio no baratheon
positive,produto chegou correto recomendo
positive,o produto chegou bem antes do prazo e era exatamente o anunciado
positive,valew nota
positive,sem problemas
neutral,a loja não informa que o produto e chinês e infelizmente os correios não ajudou tive que retirar o produto na cee deveriam mudar o meio de entrega paguei pela entrega e tive que retirar na cee
positive,sucesso d
positive,muita demora na entrega pelos correios
neutral,otimo
negative,está constando que a mercadoria foi entrega porém não recebi nada
positive,apesar da barra não ser muito grande como a outra arara que tenho o produto é muito bom aguenta bastante peso é fácil de montar e atendeu as minhas necessidades
positive,entrega e produto conformes no entanto a tesoura é muito pesada e estou solicitando devolução para compra de uma menor e mais leve
positive,estou satisfeita
positive,até agora estou satisfeito parece bom recomendo
positive,entrega feita corretamente o produto veio conforme anunciado já comprei varias vezes no baratheon estão de parabéns
positive,muito bom
positive,satisfeito com o prazo de entrega
neutral,a pulseira do relógio veio com duas manchas
neutral,faltou o kit do teflon que foi cobrado a mais
positive,otimo produto estou satisfeito
neutral,até agora não recebi tem coisas que chega atrasada outras chegam no prazo certo as toalhas estão atrasada
neutral,sempre compro com voces porem dessa vez o produto que comprei deu problema no prazo de entrega
positive,chegou antes do prazo muito bom
neutral,produto veio torto
positive,apesar da demora de entrega para minha região é muito seguro comprar neste site
positive,adorei recomendo o produto
negative,recebi o produto com a cor errada no anúncio dizia que a cortina era lilás com palha e veio lilás com branco
positive,entrega bem antes do prazo produto de acordo às especificações
positive,entrega no prazo e produto conforme solicitado
neutral,entrega feita no limite do prazo sem necessidade
negative,zero não entregaram e não dão satisfação vou devolver
neutral,excelente produto somente o frete q foi muito salgado porém o produto é de qualidade
negative,bom dia paguei por duas toalhas e so recebi uma toalha a loja vai me devolver o dinheiro aguardo retorno urgente
positive,produto bom facil de colocar
positive,tudo conforme descrito
negative,não recebi ainda o produto
neutral,produto nao é original
positive,chegou bem antes do prazo ótimo vendedor
positive,é o meu queridinho para um dia de bom humor e treino fácl
positive,amei o produto
negative,a entrega apesar de estar dentro do prazo demorou muito pra quem está acostumado com a agilidade da lannister esse parceiro deixou a desejar e olha que estão na mesma cidade que eu
positive,recebi o produto antes do que esperava vcs são incríveis
positive,nada a reclamar recebi o produto bem embalado e em perfeito estado
positive,ótimo o prazo de entrega
positive,tapete maravilhoso
positive,tudo muito obrigado
positive,produto entregue antes do prazo super recomendo
positive,entrega rápida e produto dentro do esperado recomendado
positive,chegou bem antes do prazo informado
positive,ok cem por cento
positive,o ar que sai da escova não é muito forte igual ao secador mas ela cumpre bem o seu papel alisa e seca o cabelo
positive,pontualidade e recomendo e recomendo está loja
negative,achei que fosse cartucho original e não era
positive,produto de boa qualidade
negative,comprei dois e só veio um o material é ruim tranparente e amarrota demais
positive,estou satisfeito com o produto chegou antes do prazo e em perfeito estado
negative,o produto na parte de cima pareceu bom mas a parte de baixo de borracha sai um cheiro extremamente forte não consegui usar no carro fiquei sufocado quimica da borracha é muito forte
positive,muito boa a entrega rapida
negative,nao recebi o produto e tambem nao consigo saber nada a respeito do mesmo
negative,comprei um cartão micro sd xc i classe e recebi um microshc uhs i card que é inferior a imagem utilizada no anúncio ou é p enganar o cliente ou o produto errado foi enviado de forma proposital
positive,ótimo produto é boa qualidade indico para todos comprar hein
positive,muito bom custo benefício
negative,demorou de entregar geralmente chega bem antes do prazo teve algo que atrapalhou a entrega
negative,ja recebi os outros produtos que comprei junto com esse mas esse ainda nao chegou
positive,adorei o produto muito bem embalado e foi entregue antes do prazo
positive,obrigado mais uma vez lojas lannister
negative,muita demora comprei a fruteira e maos de um mes pra entrega insatisfeira meu pinceis comprei estava na data pra entrega e nao entregaram passou a data e ate agora nada
negative,comprei um conjunto de mesa para ser de altura diferente mas acabaram mandando os pés das duas mesas com o mesmo tamanho
positive,o produto chegou antes do prazo esperado estou muito satisfeita
positive,menor preço e entrega super rápida
positive,eu sou cliente das lannister e sempre fui bem atendido o produto sempre chega em perfeitas condições e antes do prazo recomendo
negative,no primeiro frasco que abrir venho com unidades e não como descrito no anuncio e na embalagem sendo assim desconfio muito da originalidade
positive,recomendo a loja
negative,recebi duas cartas pelo correio avisando que o produto seria entregue e até o momento nada foi entregue
neutral,falta de organizaçao o produto veio incompleto
neutral,aguardando o produto desde dia
positive,gostei muito do produto comprado bonito e leve para essa onda de calor só não gostei porque comprei colchas e me foi cobrado o valor de fretes achei sem necessidade e injusto
positive,gostei muito só achei muito baixo
positive,chegou no prazo e é bom o protuto
neutral,não posso opinar não usei ainda
positive,aparentemente o produto parece ser muito bom não abri ainda pois é para presente
positive,goso muito de comprar nas américas nota dez
positive,já estou usando a dois dias por enquanto está eficiente espero que continue assim
positive,ótimo vendedor superou as expectativas produto excelente
negative,recebi o produto no dia de maio diferente do que tinha pedido e fiz o pedido de cancelamento no dia de maio e até o momento não obtive retorno algum alias não sei mais o que faço só procon
negative,não fui avisado de nada
positive,entrega antes do prazo produto de acordo com a imagem no site
negative,imediatamente após eu efetuar o pagamento recebi um email avisando que o produto não estava disponivel entrei em contato com o baratheon vezes mas não querem devolver meu dinheiro
negative,infelizmente nao foi entregue os pendulos
positive,recebi o produto antes do prazo e chegou corretamente bem embalado e em perfeito estado
negative,não sei qual o motivo da dificuldade da entrega meus pais são aposentados estão sempre em casa e até agora não chegou minha mercadoria
negative,estou aguardando
negative,vocês me enviaram faltando cortinas e agora
negative,os produtos vieram todos iguais paguei três preços diferentes um deles veio sem o plástico em uma caixa de papelão escrita por fora lava louça as cores foram diferentes e o material bem inferior
negative,tive que buscar no correio maior peso cadeiras e carregar pra casa
positive,foi muito rápido e eficiente obrigado
positive,excelente recebi antes do prazo
neutral,produto entregue antes do prazo fiquei satisfeito e recomendo a loja
positive,obrigada por me manter informada o tempo todo sobre a entrega
neutral,o produto ainda não chegou no destino recomendado
positive,entrega bem antes do prazo extipulado
positive,loja lannister sempre surpreendendo com as entregas super rápida parabéns pelo comprometimento com nós clientes
positive,tudo conforme o combinado obrigada
negative,produto bom minha filha amou
positive,entregou antes do prazo muito bonita a cortina
negative,pedido veio incompleto falta no jogo de tapete
positive,foi inacreditável qdo fui atender ao chamado do correio tínhamos um prazo de até para o recebimento chegou em dias parabéns
positive,a loja cumpre o prazo o produto serviu pra o que foi adquirido
positive,estão de parabéns ótimo produto chegou antes do prazo
neutral,aguardando o produto chegar ainda tem mês que foi feito o pedido
positive,bom produto frete caro
negative,tive problemas com a entrega e ainda não mandaram todos os produtos
negative,não me deram nenhuma satisfação no rastreamento parou em são gonçalo e não foi mais adiante
positive,sou cliente recomendo
neutral,a entrega ocorreu no prazo estipulado
positive,produto excelente e entrega super rápida
negative,o filtro foi entregue perfeitamente mas uma das velas que o acompanham veio com defeito
positive,muito bom comprar na stark
positive,entrega rápida tudo perfeito nota
positive,recebi o produto dentro do prazo porém não entregaram em minha residência tive que retirar no correios
positive,chegou antes do prazo certinho eu recomendo
positive,sem problemas tudo certo
neutral,material muito ruim não recomendo
negative,comprei dois produtos e já estão com atraso
negative,é bonito mas o material é bem frágil não recomendo
negative,gostaria de cancelar a compra me deram o prazo de dias para entrega comprei em entendi o final de ano e aceitei que seria entregue dia mas até agora nada muito instatisfeita
negative,o produto veio errado
neutral,produto com detalhes no inox arranhado solda mal feita e sinais de ferrigem
positive,aparentemente bom produto só terei a certeza depois de lava louças
negative,olá infelizmente o produto não veio conforme o anúncio se tratava de um capacho mas o que chegou é praticamente uma borracha não tem utilidade de um tapete gostaria de realizar a devolução
positive,recomendo a todos produto ótimo chegou antes do prazo
positive,trabalho de excelência pois recebi os produtos bem antes do prazo obrigada pela agilidade
neutral,houve um atraso na entrega deveria ter recebido ate o dia e recebi no dia
negative,o couro eh sintético e de péssima qualidade o pingente tem aspecto de lojinhas de a medida sugerida não serviu no braço joguei no lixo logo que chegou
positive,tudo normal produto entregue dentro do prazo
positive,recebi o produto certo sem problemas dentro do prazo obrigado
positive,recebido em ordem bem embalado e no prazo gostei muito
positive,o perfume é perfeito só que a entrega demorou um pouco geralmente as compras que faço pelo américas chegam muito rápido bem antes do prazo mínimo
positive,foi a primeira vez que comprei no site da lannister e fiquei muito satisfeito a entrega foi dentro do prazo recomendo
positive,gostei muito do produto para uso doméstico vale a pena
negative,além de não possuírem o produto em estoque e só foram avisar depois da compra efetuada sistema falho ainda não enviaram o reembolso para a operadora do cartão
positive,apesar do atraso da greve dos correios meu produto foi entregue bem antes do prazo satisfeita com minha compra e qualidade do produto
