sentimento,comentarios
negative,"['venh', 'aqu', 'extern', 'minh', 'insatisf', 'com', 'as', 'loj', 'lannist', 'esper', 'meu', 'ped', 'ser', 'entreg', 'e', 'simples', 'tiv', 'vári', 'contratemp', 'com', 'minh', 'entreg', 'mas', 'nã', 'recom', 'a', 'loj', 'nem', 'o', 'sit']"
positive,"['ador', 'o', 'produt', 'cheg', 'bem', 'antes', 'do', 'praz', 'estipul']"
positive,"['os', 'detalh', 'dos', 'quadr', 'sã', 'lind', 'sup', 'bem', 'feit', 'e', 'acab', 'ame']"
negative,"['o', 'ped', 'é', 'um', 'móvel', 'com', 'fruteir', 'acontec', 'que', 'ontem', 'sáb', 'dia', 'só', 'receb', 'as', 'bandej', 'da', 'fruteir', 'e', 'a', 'not', 'fiscal', 'referent', 'ao', 'valor', 'total', 'do', 'móvel', 'foi', 'minh', 'irmã', 'que', 'receb', 'q']"
neutral,"['o', 'produt', 'foi', 'entreg', 'dentr', 'do', 'praz', 'sem', 'problem']"
negative,"['receb', 'o', 'produt', 'erred']"
neutral,"['o', 'produt', 'vei', 'com', 'defeit', 'e', 'atras', 'na', 'entreg']"
positive,"['boa', 'dem', 'a', 'entreg']"
negative,"['olá', 'estou', 'aguard', 'a', 'entreg', 'do', 'meu', 'produt']"
positive,"['compr', 'itens', 'do', 'mar', 'das', 'filipin', 'e', 'gost', 'muit', 'vei', 'bem', 'color']"
neutral,"['o', 'problem', 'da', 'capinh', 'que', 'receb', 'é', 'que', 'nã', 'da', 'pra', 'usar', 'o', 'carreg', 'usand', 'a', 'capinh', 'tenh', 'que', 'tir', 'a', 'cap', 'par', 'coloc', 'o', 'celul', 'pra', 'carreg']"
neutral,"['produt', 'lind', 'com', 'no', 'sit', 'uma', 'pen', 'que', 'houv', 'atras', 'na', 'entreg']"
positive,"['muit', 'bom', 'entreg', 'antes', 'do', 'praz']"
negative,"['precis', 'de', 'informação', 'sobr', 'o', 'ped', 'que', 'nã', 'cheg', 'aind']"
positive,"['ador', 'o', 'produt', 'e', 'foi', 'entreg', 'no', 'praz']"
neutral,"['aind', 'nã', 'termin', 'de', 'mont', 'las', 'mas', 'eu', 'acho', 'que', 'está', 'tud', 'corret', 'recom', 'a', 'loj']"
positive,"['muit', 'bem', 'cheg', 'no', 'praz', 'e', 'funcion', 'muit', 'bem', 'recom']"
neutral,"['produt', 'de', 'boa', 'qualidad', 'e', 'entreg', 'antes', 'do', 'praz']"
negative,"['o', 'produt', 'nã', 'foi', 'entreg']"
negative,"['produt', 'vei', 'errad', 'e', 'com', 'um', 'pedacinh', 'do', 'pan', 'rasg']"
positive,"['tant', 'na', 'compr', 'quant', 'na', 'entreg', 'tud', 'cert', 'obrig']"
negative,"['nã', 'receb', 'o', 'produt', 'ate', 'agor', 'e', 'lannist', 'nã', 'da', 'nenhum', 'retorn']"
negative,"['fiz', 'o', 'meu', 'ped', 'e', 'já', 'venc', 'o', 'praz', 'de', 'entreg', 'e', 'até', 'agor', 'nã', 'receb', 'o', 'meu', 'produt', 'péssim', 'nã', 'recom', 'soment', 'transtorn']"
neutral,"['o', 'produt', 'cheg', 'dentr', 'do', 'praz', 'e', 'com', 'a', 'caix', 'lacr', 'mas', 'aind', 'nã', 'test']"
negative,"['meu', 'produt', 'q', 'compr', 'junt', 'com', 'este', 'ñ', 'cheg']"
negative,"['estou', 'esper', 'e', 'nad', 'de', 'cheg', 'a', 'minh', 'cortin', 'já', 'mand', 'uma', 'mensag', 'par', 'o', 'targaryen', 'e', 'nã', 'tiv', 'respost']"
neutral,"['ok', 'conform', 'anunc']"
neutral,"['o', 'relógi', 'é', 'muit', 'bonit', 'porém', 'ache', 'o', 'fret', 'car']"
positive,"['ador', 'o', 'sling', 'produt', 'ótim']"
positive,"['rapidez', 'e', 'bom', 'prec']"
neutral,"['receb', 'a', 'cadeir', 'falt', 'dois', 'parafus', 'fui', 'no', 'compr', 'e', 'mont', 'a', 'cadeir']"
negative,"['compr', 'produt', 'da', 'vitaderm', 'e', 'só', 'receb', 'uma', 'unidad']"
negative,"['foi', 'entreg', 'no', 'praz']"
neutral,"['ador', 'o', 'aparelh', 'com', 'volum', 'sup', 'alto', 'só', 'por', 'via', 'bluetooth', 'o', 'som', 'fic', 'um', 'pouc', 'mais', 'baix', 'mas', 'mesm', 'assim', 'a', 'fest', 'fic', 'bem', 'legal']"
positive,"['ador', 'muit', 'prátic']"
neutral,"['receb', 'o', 'produt', 'dentr', 'do', 'praz', 'mas', 'avali', 'de', 'baix', 'qualidad', 'é', 'necessári', 'muit', 'cuid', 'no', 'manusei', 'pois', 'o', 'material', 'é', 'muit', 'frágil', 'no', 'sit', 'nã', 'é', 'possível', 'faz', 'compar', 'da', 'qualidad']"
neutral,"['entreg', 'ok', 'mas', 'estranh', 'porqu', 'o', 'relógi', 'foi', 'entreg', 'num', 'caix', 'padrã', 'dos', 'correi', 'só', 'com', 'a', 'proteçã', 'de', 'pedac', 'de', 'plástic', 'dentr', 'da', 'caix', 'e', 'mais', 'nad']"
neutral,"['a', 'fot', 'mostr', 'a', 'cabec', 'com', 'as', 'lâmin', 'kiy', 'complet', 'mas', 'vier', 'soment', 'as', 'lâmin', 'e', 'o', 'metal', 'que', 'imped', 'a', 'lâmin', 'toc', 'no', 'rost']"
negative,"['o', 'produt', 'anunc', 'é', 'diferent', 'do', 'entreg', 'no', 'rotul', 'no', 'sit', 'diz', 'zer', 'lactos', 'o', 'produt', 'possu', 'lactos']"
positive,"['produt', 'de', 'qualidad', 'cheg', 'antes', 'do', 'praz', 'indic', 'a', 'loj', 'os', 'result', 'do', 'produt', 'aind', 'vou', 'inic', 'o', 'uso']"
neutral,"['entreg', 'antes', 'do', 'praz']"
neutral,"['aind', 'falt', 'entreg', 'uma', 'colch', 'de', 'cam', 'de', 'casal', 'um', 'dos', 'jog', 'de', 'lençol', 'nã', 'foi', 'o', 'mesm', 'que', 'escolh']"
positive,"['eu', 'gost', 'do', 'produt', 'atend', 'ao', 'que', 'o', 'vendedor', 'diz']"
positive,"['vou', 'continu', 'compr']"
neutral,"['o', 'produt', 'eh', 'bom', 'e', 'atend', 'minh', 'expect', 'de', 'form', 'parcial', 'dev', 'a', 'gram', 'sintét', 'ser', 'd', 'má', 'qualidad']"
negative,"['o', 'produt', 'foi', 'entreg']"
positive,"['produt', 'entreg', 'corret', 'dentr', 'da', 'expect', 'e', 'funcion', 'corret', 'recom', 'a', 'compr']"
positive,"['muit', 'bom', 'recom']"
positive,"['estou', 'sup', 'satisfeit', 'com', 'esse', 'sit', 'as', 'mercador', 'cheg', 'em', 'perfeit', 'condico', 'e', 'praz', 'desej', 'vel']"
neutral,"['conpr', 'um', 'de', 'v', 'e', 'quand', 'cheg', 'era', 'v']"
positive,"['top', 'dem', 'entreg', 'no', 'praz', 'produt', 'perfeit', 'parebens', 'pel', 'trabalh']"
neutral,"['vei', 'com', 'alguns', 'defeit', 'em', 'alguns', 'lug', 'está', 'descol']"
negative,"['fiz', 'um', 'ped', 'que', 'além', 'de', 'nã', 'ser', 'entreg', 'foi', 'encaminh', 'par', 'retir', 'nos', 'correi', 'de', 'outr', 'cidad', 'total', 'absurs']"
neutral,"['foi', 'entreg', 'no', 'praz', 'entã', 'tá', 'ótim']"
neutral,"['sem', 'opiniã']"
positive,"['amo', 'a', 'loj', 'american', 'eles', 'sab', 'faz', 'o', 'client', 'se', 'sent', 'respeit', 'sup', 'recom']"
negative,"['nã', 'consig', 'nem', 'emit', 'a', 'not', 'fiscal', 'o', 'produt', 'era', 'pra', 'ser', 'entreg', 'até', 'o', 'dia', 'até', 'agor', 'nã', 'foi', 'nem', 'par', 'transport', 'indign', 'com', 'as', 'parc', 'que', 'a', 'lannist', 'anda', 'faz']"
neutral,"['falt', 'um', 'produt', 'só', 'entreg', 'e', 'os', 'três', 'eram', 'igu', 'mud', 'apen', 'a', 'cor', 'nã', 'entreg', 'a', 'pret']"
positive,"['compr', 'e', 'entreg', 'satisfatór', 'recom', 'compromet', 'atençã', 'segur']"
negative,"['péssim', 'atend']"
positive,"['produt', 'de', 'qualidad']"
positive,['maravilh']
negative,"['receb', 'o', 'produt', 'errad', 'e', 'já', 'faz', 'dois', 'dias', 'que', 'tent', 'fal', 'com', 'o', 'fornecedor', 'e', 'nã', 'tenh', 'retorn', 'nem', 'mesm', 'das', 'loj', 'lannist']"
positive,"['rapidez', 'na', 'entreg', 'antes', 'até', 'da', 'dat']"
neutral,"['o', 'material', 'nã', 'é', 'tã', 'bom', 'os', 'detalh', 'sã', 'grosseir', 'a', 'pulseir', 'nã', 'permit', 'regulag', 'adequ']"
positive,"['produt', 'excelent', 'o', 'atras', 'na', 'entreg', 'foi', 'culp', 'dos', 'correi']"
negative,"['o', 'produt', 'vei', 'com', 'defeit', 'falt', 'o', 'cab']"
positive,"['gost', 'muit', 'da', 'cortin', 'é', 'lind', 'do', 'jeit', 'que', 'eu', 'quer', 'fiqu', 'muit', 'satisfeit', 'cheg', 'bem', 'antes', 'do', 'praz', 'obrig', 'as', 'loj', 'lannist', 'sã', 'sempr', 'muit', 'eficient']"
positive,"['muit', 'obrig']"
negative,"['receb', 'o', 'produt', 'errad', 'ja', 'fiz', 'reclamaça', 'e', 'nao', 'fui', 'atend', 'pel', 'contrari', 'a', 'funcion', 'andress', 'dav', 'ris', 'da', 'minh', 'car', 'por', 'telefon', 'pessim', 'atend', 'e', 'complet', 'insatisfeit']"
neutral,"['receb', 'a', 'películ', 'trinc', 'solicit', 'a', 'troc', 'a', 'cap', 'receb', 'certinh']"
neutral,"['abs', 'cdsf', 'fsdfasd']"
positive,"['excelent', 'produt', 'atend', 'e', 'entreg', 'antes', 'do', 'praz']"
negative,"['bom', 'compr', 'uma', 'capinh', 'sony', 'xa', 'e', 'vei', 'xa', 'ultra', 'a', 'películ', 'também', 'vei', 'errad']"
neutral,"['demor', 'pra', 'cheg', 'mt', 'barulhent', 'resolv', 'o', 'problem']"
negative,"['nã', 'funcion']"
negative,"['compr', 'par', 'minh', 'filh', 'ela', 'sup', 'na', 'expect', 'é', 'nã', 'cheg', 'nunc', 'tod', 'dia', 'me', 'pergunt', 'quand', 'vai', 'cheg', 'e', 'nã', 'sei', 'mais', 'o', 'que', 'respond']"
neutral,"['só', 'receb', 'um', 'dos', 'dois', 'produt', 'mas', 'até', 'agor', 'tud', 'ocorr', 'bem']"
neutral,"['as', 'entreg', 'nã', 'dev', 'ser', 'pel', 'correi', 'o', 'correi', 'na', 'deix', 'na', 'cas', 'da', 'pesso', 'eles', 'deix', 'na', 'assoc', 'entã', 'pra', 'mim', 'fic', 'muit', 'ruim']"
neutral,"['só', 'ache', 'estranh', 'receb', 'um', 'e', 'mail', 'inform', 'que', 'hav', 'ar', 'ras', 'na', 'entreg', 'diz', 'o', 'cancel', 'e', 'log', 'em', 'segu', 'receb', 'o', 'produt', 'no', 'mesm', 'dia']"
positive,"['a', 'entreg', 'foi', 'muit', 'ráp']"
positive,"['entreg', 'antes', 'do', 'praz', 'recom']"
neutral,"['receb', 'no', 'praz', 'estipul', 'e', 'corret']"
negative,"['nã', 'receb', 'meu', 'produt', 'aind']"
neutral,"['tud', 'o']"
positive,"['cheg', 'bem', 'antes', 'do', 'praz', 'ótim', 'o', 'produt', 'eu', 'recom', 'muit', 'bom', 'msm']"
positive,"['demor', 'a', 'entreg', 'mas', 'vei', 'cert', 'o', 'ped']"
negative,"['ped', 'aind', 'nã', 'entreg']"
neutral,"['atend', 'as', 'minh', 'expect', 'e', 'cheg', 'muit', 'ráp', 'bem', 'antes', 'do', 'praz']"
positive,"['receb', 'o', 'produt', 'antes', 'do', 'praz', 'nã', 'foi', 'a', 'tesour', 'que', 'estav', 'na', 'fot', 'foi', 'uma', 'simil', 'mais', 'as', 'tesour', 'sã', 'boas', 'e', 'em', 'perfeit', 'condiçõ', 'recom']"
negative,"['receb', 'meu', 'produt', 'porém', 'com', 'defeit', 'ele', 'nã', 'funcion', 'aguard', 'um', 'contat', 'par', 'resolv', 'meu', 'problem']"
positive,"['ótim', 'loj', 'ótim', 'vendedor', 'cumpr', 'oqu', 'diz']"
positive,"['lind', 'a', 'estrutur', 'da', 'luminár', 'muit', 'bem', 'embal', 'e', 'sem', 'problem', 'na', 'entreg']"
neutral,"['minh', 'opiniã', 'é', 'que', 'o', 'produt', 'que', 'compr', 'cheg', 'no', 'praz', 'muit', 'bom', 'sem', 'mais', 'obrig']"
negative,"['apes', 'da', 'credibil', 'da', 'empres', 'lannist', 'o', 'produt', 'nã', 'cheg', 'no', 'praz', 'estipul', 'continu', 'aguard', 'a', 'encomend']"
positive,"['ótim', 'loj', 'indic', 'par', 'outr', 'client', 'fiqu', 'satisfeit', 'com', 'o', 'produt', 'e', 'a', 'loj', 'está', 'de', 'parabéns']"
positive,"['produt', 'cheg', 'dentr', 'do', 'praz', 'e', 'em', 'ótim', 'condiçõ', 'fiqu', 'bastant', 'satisfeit']"
positive,"['precis', 'devolv', 'o', 'produt', 'nem', 'abri', 'a', 'caix', 'compr', 'par', 'minh', 'filh', 'olhand', 'pel', 'sit', 'ela', 'nã', 'quer', 'porqu', 'quer', 'plac', 'e', 'nã', 'quadr', 'com', 'fac', 'par', 'devolv']"
positive,"['ótim', 'produt', 'lind', 'a', 'iluminár']"
neutral,"['o', 'produt', 'foi', 'entreg', 'sem', 'not', 'fiscal', 'do', 'vendedor', 'é', 'a', 'segund', 'compr', 'que', 'fac', 'na', 'american', 'que', 'vem', 'sem', 'not', 'e', 'o', 'mesm', 'produt', 'nã', 'me', 'lembr', 'se', 'a', 'a', 'vez', 'foi', 'dest', 'mesm', 'empres']"
positive,"['está', 'de', 'parabéns', 'cheg', 'antes', 'do', 'praz']"
positive,"['produt', 'de', 'excelent', 'qualidad']"
positive,"['entreg', 'no', 'praz', 'e', 'produt', 'ok']"
positive,"['muit', 'bom', 'o', 'atend', 'produt', 'cheg', 'ráp']"
positive,"['cheg', 'antes', 'do', 'praz', 'porém', 'perceb', 'q', 'o', 'zíp', 'da', 'part', 'menor', 'na', 'primeir', 'vez', 'ele', 'nao', 'abriu', 'o', 'feix', 'mas', 'da', 'segund', 'em', 'diant', 'abriu', 'cas', 'o', 'feix', 'abra', 'nov', 'entro', 'em', 'contat', 'com', 'a', 'loj']"
neutral,"['embor', 'nã', 'tenh', 'meu', 'problem', 'resolv', 'em', 'relaçã', 'com', 'a', 'not', 'fiscal', 'que', 'nã', 'vei', 'cont', 'o', 'valor', 'do', 'fret', 'pag', 'estou', 'sem', 'soluçã', 'até', 'agor']"
negative,"['fret', 'muit', 'car']"
neutral,"['proteg', 'mto', 'bem', 'o', 'consol', 'excelent', 'cust', 'benefíci']"
neutral,"['a', 'entreg', 'foi', 'corret']"
negative,"['infeliz', 'o', 'produt', 'nã', 'possu', 'boa', 'qualidad', 'e', 'fic', 'permanent', 'com', 'a', 'luz', 'lig', 'tend', 'alto', 'consum', 'de', 'energ', 'pilh']"
positive,"['praz', 'de', 'entreg', 'sup', 'ráp', 'o', 'produt', 'correspond', 'com', 'o', 'que', 'vi', 'anunc', 'o', 'produt', 'foi', 'entreg', 'bem', 'antes', 'do', 'praz', 'promet', 'par', 'entreg', 'apen', 'dias', 'entre', 'a', 'compr', 'e', 'a', 'entreg']"
negative,"['eu', 'ped', 'a', 'troc', 'e', 'fal', 'que', 'em', 'dois', 'dias', 'eu', 'iri', 'ter', 'respost', 'par', 'mand', 'o', 'produt', 'de', 'volt', 'a', 'loj', 'e', 'nad', 'de', 'me', 'respond', 'eu', 'nã', 'quer', 'esse', 'produt', 'de', 'plástic']"
positive,"['excelent', 'muit', 'obrig']"
neutral,"['acab', 'de', 'coloc', 'em', 'uso', 'esper', 'que', 'atend', 'a', 'demand', 'de', 'uso']"
negative,"['compr', 'a', 'cadeir', 'em', 'corin', 'e', 'vei', 'em', 'tec']"
negative,"['péssim', 'produt']"
negative,"['continu', 'no', 'aguard', 'da', 'encomend']"
positive,"['produt', 'excelent', 'qualidad', 'mas', 'dev', 'melhor', 'fot', 'no', 'sit', 'pois', 'a', 'surpres', 'é', 'posit']"
positive,"['o', 'produt', 'cheg', 'conform', 'combin']"
positive,"['produt', 'de', 'qualidad', 'decor', 'bem', 'o', 'ambient']"
positive,"['eu', 'realment', 'recom', 'esta', 'loj', 'tud', 'de', 'bom']"
positive,"['sup', 'indic', 'vei', 'tud', 'certinh']"
positive,"['parabéns', 'pel', 'met']"
positive,"['fiqu', 'satisfeit']"
negative,"['aind', 'poss', 'dar', 'minh', 'opiniã', 'pois', 'aind', 'nã', 'cheg', 'o', 'meu', 'ped']"
positive,"['foi', 'entreg', 'antes', 'do', 'praz', 'ador']"
neutral,"['ache', 'a', 'cap', 'muit', 'fin', 'e', 'com', 'caiment', 'simpl', 'pel', 'fot', 'ache', 'que', 'foss', 'mais', 'acolcho', 'a', 'cap', 'e', 'nã', 'é']"
positive,"['recom', 'prec', 'bom', 'de', 'qualidad', 'vem', 'no', 'prass', 'cert']"
positive,"['produt', 'entreg', 'antes', 'do', 'praz', 'é', 'bem', 'embal']"
positive,"['produt', 'bom', 'recom']"
negative,"['o', 'produt', 'nã', 'vei', 'funcion']"
neutral,"['compr', 'unidad', 'porém', 'só', 'receb', 'unidad', 'do', 'produt']"
neutral,"['produt', 'com', 'uma', 'qualidad', 'boa', 'em', 'relaçã', 'ao', 'prec']"
positive,"['entreg', 'bem', 'ráp', 'antes', 'do', 'praz', 'mochil', 'igual', 'da', 'fot', 'bem', 'bonit', 'venh', 'tud', 'certinh']"
positive,"['parabéns', 'gost', 'de', 'ter', 'compr', 'na', 'loj', 'lannist', 'vir', 'client']"
positive,"['receb', 'antes', 'do', 'praz', 'e', 'em', 'ótim', 'condiçõ', 'o', 'produt', 'igual', 'a', 'descriçã', 'ame', 'facilit', 'a', 'vid']"
negative,"['receb', 'um', 'pacot', 'com', 'apen', 'um', 'item', 'do', 'que', 'compr', 'estou', 'com', 'o', 'recib', 'o', 'outr', 'item', 'nã', 'foi', 'envi', 'e', 'nã', 'consig', 'uma', 'respost', 'do', 'vendedor']"
positive,"['no', 'praz', 'bem', 'embal', 'e', 'os', 'cartuch', 'estav', 'intact']"
positive,"['obrig', 'pel', 'produt', 'minh', 'mã', 'gost', 'mt']"
positive,"['ótim', 'recom', 'é', 'ótim']"
neutral,"['o', 'produt', 'cheg', 'certinh', 'pen', 'q', 'sempr', 'tem', 'aquel', 'desculp', 'de', 'áre', 'de', 'risc', 'p', 'demor', 'p', 'cheg', 'o', 'produt', 'é', 'mto', 'bom']"
neutral,"['fácil', 'de', 'instal', 'e', 'de', 'boa', 'qualidad']"
neutral,"['o', 'relógi', 'que', 'eu', 'compr', 'da', 'marc', 'oakley', 'é', 'fals', 'estou', 'no', 'aguard', 'de', 'uma', 'soluçã', 'par', 'meu', 'problem', 'que', 'me', 'agrad']"
positive,"['produt', 'maravilh', 'entreg', 'dentr', 'do', 'praz', 'sempr', 'comunic', 'a', 'gent', 'dos', 'status', 'da', 'compr', 'sup', 'recom']"
positive,"['super', 'minh', 'expect', 'volt', 'a', 'faz', 'negóci', 'com', 'certez']"
neutral,"['mercador', 'atras']"
positive,"['produt', 'cheg', 'no', 'praz', 'cert', 'e', 'tud', 'conform', 'combin', 'satisfeit', 'com', 'a', 'compr']"
negative,"['nã', 'entreg', 'o', 'produt', 'confi', 'aos', 'correi', 'e', 'nã', 'fez', 'nenhum', 'contat', 'par', 'sab', 'da', 'situaçã']"
neutral,"['o', 'produt', 'que', 'compr', 'nã', 'correspond', 'ao', 'esper', 'a', 'qualidad', 'do', 'material', 'deix', 'a', 'desej', 'além', 'do', 'que', 'compr', 'tapet', 'par', 'o', 'hond', 'city', 'e', 'nã', 'coub', 'no', 'mesm']"
negative,"['comun', 'que', 'o', 'produt', 'acim', 'mencion', 'aind', 'nã', 'cheg', 'em', 'minh', 'resident']"
neutral,"['tud', 'ok', 'entreg', 'dentr', 'do', 'praz']"
positive,"['receb', 'o', 'produt', 'no', 'praz', 'obrig']"
neutral,"['exat', 'o', 'q', 'esper']"
neutral,"['produt', 'sem', 'embalag', 'e', 'etiquet', 'nã', 'entend', 'a', 'propost', 'crei', 'que', 'vei', 'de', 'uma', 'tecelag', 'pois', 'os', 'lençó', 'vier', 'sem', 'embalag', 'do', 'produt', 'e', 'etiquet']"
positive,"['muit', 'bom', 'já', 'use', 'e', 'deu', 'cert', 'o', 'produt']"
positive,"['produt', 'entreg', 'com', 'agil', 'e', 'o', 'vendedor', 'atualiz', 'o', 'status', 'da', 'compr', 'e', 'envi', 'a', 'not', 'fiscal', 'log', 'após', 'a', 'compr', 'deix', 'o', 'consumidor', 'mais', 'segur']"
positive,"['gost', 'do', 'mim', 'e', 'da', 'cart', 'é', 'diferent', 'e', 'ningu', 'mais', 'faz', 'isso']"
positive,"['meu', 'produt', 'cheg', 'com', 'rapidez', 'not']"
positive,"['vei', 'tud', 'certinh']"
negative,"['na', 'minh', 'opiniã', 'as', 'loj', 'lannist', 'tem', 'que', 'melhor', 'o', 'seu', 'atend', 'pois', 'compr', 'um', 'protud', 'nã', 'receb', 'no', 'praz', 'estim', 'e', 'bom', 'consider', 'também', 'que', 'foi', 'a', 'primeir', 'vez', 'que', 'compr', 'com', 'vocês']"
neutral,"['nã', 'poss', 'indic', 'a', 'loj', 'de', 'aind', 'nã', 'receb', 'o', 'produt', 'estou', 'no', 'aguard', 'da', 'entreg']"
neutral,"['produt', 'ok', 'loj', 'muit', 'ráp']"
negative,"['até', 'hoj', 'meu', 'produt', 'nad']"
positive,"['estou', 'parabeniz', 'as', 'loj', 'lannist', 'e', 'parceir', 'pel', 'entreg', 'das', 'mercador', 'not']"
positive,"['muit', 'bom', 'muit', 'satisfeit']"
positive,"['cheg', 'um', 'dia', 'antes', 'do', 'previst', 'bem', 'embal', 'e', 'o', 'produt', 'de', 'ótim', 'qualidad', 'com', 'anunc', 'minh', 'cadel', 'ador', 'a', 'oportun', 'de', 'passei']"
neutral,"['útil', 'e', 'prátic', 'par', 'a', 'limpez']"
positive,"['produt', 'nao', 'e', 'original', 'mas', 'e', 'bem', 'confecion', 'e', 'atend', 'igual', 'de', 'fabric']"
neutral,"['aind', 'nã', 'receb', 'e', 'quer', 'cancel', 'a', 'compr']"
neutral,"['gost', 'muit', 'de', 'compr', 'ness', 'loj']"
negative,"['o', 'suport', 'pra', 'grelh', 'é', 'bem', 'mais', 'fin', 'e', 'frágil', 'a', 'cub', 'tem', 'vár', 'marc', 'de', 'sold', 'em', 'divers', 'pont', 'o', 'que', 'dá', 'aparent', 'de', 'um', 'produt', 'feit', 'em', 'um', 'ferr', 'velh']"
positive,"['mto', 'bom', 'e', 'bonit', 'gost']"
positive,"['ótim', 'loj']"
negative,"['precis', 'de', 'um', 'retorn', 'de', 'onde', 'está', 'meu', 'produt', 'que', 'inform', 'ter', 'entreg', 'mas', 'nã', 'foi', 'e', 'se', 'afirm', 'entreg', 'quer', 'ver', 'o', 'protocol', 'assin', 'aguard']"
neutral,"['o', 'produt', 'nã', 'me', 'parec', 'muit', 'bom', 'mais', 'a', 'loj', 'eu', 'recom']"
negative,"['nã', 'tem', 'inform', 'de', 'postag', 'do', 'item', 'mesm', 'ultrapass', 'a', 'dat', 'de', 'receb']"
negative,"['compr', 'duas', 'unidad', 'da', 'luminár', 'pendent', 'mas', 'só', 'um', 'foi', 'entreg', 'aguard', 'retorn']"
neutral,"['o', 'relógi', 'escolh', 'esgot', 'e', 'nã', 'tinh', 'um', 'outr', 'agrad', 'par', 'substitu', 'lo', 'e', 'até', 'hoj', 'a', 'impress', 'nã', 'entrou', 'em', 'contat', 'com', 'vocês', 'confirm', 'esper', 'sincer', 'que', 'sej', 'resolv']"
neutral,"['cheg', 'bem', 'antes', 'do', 'praz']"
neutral,"['nã', 'receb', 'meu', 'produt', 'aind', 'pois', 'o', 'mesm', 'se', 'encontr', 'no', 'correi', 'aind']"
positive,"['produt', 'maravilh', 'cheg', 'muit', 'ráp', 'sup', 'recom']"
positive,"['produt', 'foi', 'entreg', 'antes', 'do', 'praz', 'tud', 'em', 'ótim', 'estad', 'fui', 'bem', 'atend', 'quand', 'precis', 'tir', 'dúv']"
positive,"['o', 'atend', 'foi', 'muit', 'bom', 'a', 'rapidez', 'na', 'entreg', 'super', 'minh', 'expect', 'e', 'o', 'produt', 'foi', 'entreg', 'em', 'uma', 'embalag', 'de', 'proteçã', 'além', 'clar', 'do', 'item', 'estar', 'funcion', 'perfeit', 'bem']"
positive,"['aind', 'nã', 'fiz', 'a', 'instal', 'mas', 'crei', 'que', 'nã', 'hav', 'problem', 'mesm', 'quem', 'vend', 'ter', 'sid', 'terceir', 'o', 'fret', 'foi', 'sup', 'ráp', 'obrig', 'lannist']"
positive,"['ótim', 'produt', 'recom', 'cheg', 'antes', 'do', 'praz']"
negative,"['o', 'produt', 'era', 'par', 'ser', 'entreg', 'dia', 'mas', 'até', 'o', 'dia', 'aind', 'nã', 'tinh', 'receb', 'o', 'produt']"
negative,"['receb', 'produt', 'de', 'outr', 'client', 'total', 'diferent', 'do', 'que', 'compr', 'troc', 'meu', 'ped']"
positive,"['entreg', 'antes', 'do', 'praz', 'e', 'produt', 'de', 'ótim', 'qualidad', 'ame']"
positive,"['pros', 'lev', 'e', 'facil', 'de', 'transport', 'contr', 'usar', 'dois', 'cab', 'usb', 'se', 'o', 'notebook', 'tiv', 'soment', 'usb', 'fic', 'sem', 'pod', 'lig', 'mais', 'nad', 'com', 'um', 'mous', 'sem', 'fio', 'por', 'exempl']"
neutral,"['excelent', 'qualidad', 'a', 'cap', 'vem', 'dentr', 'de', 'uma', 'embalag', 'do', 'mesm', 'tec']"
neutral,"['produt', 'bom', 'cheg', 'no', 'praz', 'limit']"
neutral,"['nã', 'gost', 'da', 'qualidad', 'do', 'produt']"
positive,"['muit', 'satisfeit', 'com', 'a', 'compr', 'e', 'o', 'produt', 'entreg', 'sup', 'rap', 'cheg', 'antes', 'da', 'dat', 'previst', 'e', 'com', 'otim', 'qualidad', 'e', 'sup', 'bonit', 'tud', 'conform', 'estav', 'no', 'anunci', 'val', 'muit', 'apen', 'ter', 'compr']"
positive,"['cheg', 'antes', 'do', 'esper', 'muit', 'bom']"
neutral,"['produt', 'de', 'ótim', 'qualidad', 'bem', 'satisfeit']"
neutral,"['precis', 'de', 'ajud', 'o', 'produt', 'cheg', 'no', 'praz', 'porém', 'nã', 'fic', 'satisfeit', 'com', 'as', 'cor', 'oferec', 'ser', 'possível', 'troc', 'de', 'produt', 'ou', 'devolu', 'par', 'uma', 'nov', 'compr', 'e', 'a', 'cor', 'escarlat', 'nã', 'funcion']"
neutral,"['aind', 'nã', 'receb', 'o', 'produt']"
positive,"['a', 'mercador', 'foi', 'entreg', 'muit', 'antes', 'do', 'praz', 'parabéns']"
negative,"['a', 'falt', 'de', 'respons', 'e', 'compromiss', 'com', 'o', 'consumidor', 'deix', 'a', 'desej', 'eu', 'já', 'nã', 'confi', 'muit', 'faz', 'compr', 'onlin', 'agor', 'depo', 'dess', 'ocorr', 'fortalec', 'mais', 'aind', 'minh', 'insegur']"
neutral,"['as', 'loj', 'lannist', 'sempr', 'surpreend', 'vend', 'perfeit', 'e', 'entreg', 'efetu', 'antes', 'do', 'praz', 'previst']"
neutral,"['difícil', 'acompanh', 'a', 'entreg', 'rastreament', 'nã', 'entra']"
positive,"['muit', 'bom', 'lind']"
positive,"['produt', 'em', 'perfeit', 'de', 'otim', 'qualidad', 'e', 'em', 'perfeit', 'estad', 'entreg', 'no', 'praz', 'dad', 'pel', 'empres', 'muit', 'satisfeit', 'com', 'a', 'compr', 'eu', 'sup', 'recom', 'o', 'produt', 'e', 'a', 'loj']"
neutral,"['produt', 'entreg', 'normal']"
