sentimento,comentarios
negative,"['nã', 'entend', 'acontec', 'parec', 'compr', 'produt', 'bem', 'simpl']"
positive,"['vendedor', 'bom', 'receb', 'antes', 'praz']"
positive,"['produt', 'entreg', 'antes', 'praz', 'determin', 'fornecedor']"
positive,"['produt', 'ótim', 'faz', 'algum', 'temp', 'uso', 'agor', 'loj', 'excelent', 'tod', 'sent']"
positive,"['bom', 'acab', 'produt', 'atend', 'expect', 'so', 'nã', 'gost', 'atend', 'empres', 'consumidor', 'demor', 'dias', 'dar', 'retorn', 'sobr', 'duv']"
positive,"['entreg', 'ráp', 'acert']"
positive,"['servic', 'tod', 'ótim', 'porém', 'ache', 'fech', 'pouc', 'frágil', 'recom']"
positive,"['loj', 'utiliz', 'correi', 'envi', 'entreg', 'previst', 'realiz', 'antes', 'previst', 'parabéns', 'utiliz', 'correi', 'excelent']"
negative,"['unidad', 'promet', 'receb', 'apen', 'unidad']"
positive,"['vei', 'perfeit', 'condiçã', 'antes', 'praz']"
negative,"['aind', 'nã', 'receb', 'produt']"
positive,"['produt', 'vei', 'cert', 'dentr', 'praz', 'entreg']"
3,"['compr', 'cap', 'pra', 'guitarr', 'vei', 'errad', 'vei', 'pequen', 'dem', 'guitarr', 'nem', 'cab']"
positive,"['entreg', 'ráp', 'tud', 'cert']"
positive,"['receb', 'praz', 'corret', 'facil', 'compr', 'pag']"
positive,"['entreg', 'ráp', 'porém', 'ache', 'qualidad', 'inferior', 'anunc', 'portant', 'prec', 'ache', 'car', 'cont', 'qualidad']"
positive,"['entreg', 'rap', 'produt', 'bem', 'embal']"
positive,"['sempr', 'compr', 'receb', 'tud', 'certinh', 'sup', 'recom']"
positive,"['entreg', 'voltag', 'diferent', 'compr']"
negative,"['nã', 'receb', 'produt', 'atualiz', 'rastrei', 'praz', 'entreg', 'acab', 'correi', 'ment', 'diz', 'negu', 'receb', 'quer', 'dinheir', 'volt', 'inclusiv', 'fret']"
3,"['cortin', 'boa', 'mas', 'simpl']"
positive,"['cortin', 'lind', 'material', 'maleavel', 'surpreend']"
negative,"['nã', 'gost', 'qualidad', 'produt', 'frágil', 'cont', 'vári', 'problem', 'entreg', 'praz', 'dias', 'cheg', 'quas', 'mês', 'ninguém', 'atualiz', 'sobr', 'atras']"
positive,"['receb', 'produt', 'dentr', 'praz', 'obrig']"
negative,"['receb', 'cert']"
negative,"['falt', 'produt']"
negative,"['trint', 'dias', 'pra', 'receb', 'produt', 'aind', 'nã', 'cheg', 'tod', 'vcs', 'der', 'dias', 'falt', 'compromiss']"
positive,"['bem', 'utiliz', 'produçõ', 'audiovisu']"
positive,"['entreg', 'ráp', 'pra', 'configur', 'wif', 'repeat', 'complic', 'auxíli', 'técnic']"
positive,"['tentat', 'entreg', 'mas', 'nã', 'encontr', 'moment', 'receb', 'aguard', 'orient', 'proced', 'receb', 'produt', 'cancel', 'compr']"
positive,"['produt', 'ótim', 'entreg', 'ráp', 'sup', 'recom']"
positive,"['produt', 'bom', 'pra', 'lav', 'carr', 'nã', 'gast', 'águ', 'lav', 'ráp']"
positive,"['satisfeit', 'produt', 'entreg']"
negative,"['descriçã', 'produt', 'nã', 'confer', 'diss', 'pintur', 'eletrostát', 'papel']"
positive,"['recoment', 'entreg', 'pontual']"
positive,"['filh', 'fic', 'feliz']"
negative,['ruim']
negative,"['relógi', 'nã', 'original', 'fot', 'anunci', 'nã', 'bat', 'receb', 'produt', 'pessim', 'qualidad']"
positive,['gost']
positive,"['ráp', 'entreg', 'kit', 'capinh', 'peliluc', 'perfeit', 'parabéns']"
positive,"['produt', 'conform', 'anunc', 'tud', 'cert', 'cheg', 'antes', 'previst']"
negative,"['produt', 'vend', 'falsific', 'imag', 'produt', 'embac', 'pra', 'nã', 'dar', 'pra', 'perceb', 'clar', 'diferenc', 'original']"
3,"['embalag', 'nã', 'vier', 'parafus', 'fixaçã', 'assent', 'encost', 'cadeir', 'parafus', 'cas', 'entã', 'nã', 'problem', 'grav', 'compr', 'outr', 'produt', 'ver', 'problem', 'pontual']"
positive,"['transaçã', 'ocorr', 'dentr', 'propost']"
positive,"['produt', 'cheg', 'antes', 'praz', 'aind', 'nã', 'test']"
positive,"['bom', 'produt', 'entreg', 'melhor', 'aind']"
positive,"['sobr', 'produt', 'n', 'bom', 'pq', 'n', 'saí', 'coloc', 'escov', 'potinh', 'chei', 'past', 'q', 'esprem', 'past', 'p', 'sair', 'crem', 'dental']"
negative,"['bom', 'receb', 'produt', 'errad', 'voltag', 'errad', 'fim', 'engan', 'pois', 'compr', 'produt', 'receb', 'malet']"
negative,"['compr', 'produt', 'cheg', 'vei', 'cor', 'ros', 'invez', 'cor', 'vermelh', 'fot', 'ped', 'cancel', 'produt', 'ja', 'mes', 'ate', 'agor', 'nad', 'reembols', 'demor']"
negative,"['nã', 'entreg', 'itens', 'compr']"
negative,"['produt', 'quebr']"
3,"['entreg', 'pod', 'ráp']"
positive,"['cheg', 'antes', 'previst', 'sup', 'recom']"
negative,"['pec', 'gentil', 'vcs', 'agiliz', 'entreg', 'dest', 'produt']"
positive,"['receb', 'antes', 'prqzo']"
positive,"['excelent', 'protud', 'ótim', 'entreg']"
positive,"['gost', 'entreg', 'ráp']"
3,"['nã', 'cumpr', 'praz']"
negative,['cust']
3,"['receb', 'produt', 'mas', 'aguard', 'colet', 'devolu', 'nã', 'gost', 'produt']"
positive,"['cheg', 'antes', 'praz', 'perfeit', 'condiçõ', 'parabéns']"
positive,"['vlw', 'fi']"
3,"['falt', 'especificacao', 'precis', 'sobr', 'bols', 'later']"
positive,"['fiz', 'quatr', 'ped', 'receb', 'pois', 'dem', 'cancel', 'entant', 'valor', 'bolet', 'vei', 'total', 'compr', 'compr', 'aguard', 'envi', 'bolet', 'valor', 'obrig']"
positive,"['cheg', 'antes', 'praz', 'recom']"
positive,"['tud', 'certinh']"
positive,"['muit', 'boa', 'loj']"
positive,"['tud', 'dentr', 'praz', 'estabelec']"
positive,"['poss', 'avali', 'após', 'uso']"
positive,"['produt', 'ótim', 'cheg', 'antes', 'praz', 'previst']"
positive,"['lannist', 'excelent', 'sit', 'compr']"
positive,"['produt', 'cheg', 'uns', 'dias', 'antes', 'praz', 'ótim', 'entreg', 'ráp', 'sup', 'bem', 'embal']"
positive,"['cheg', 'praz']"
negative,"['além', 'produt', 'réblic', 'acab', 'grosseir', 'feit', 'pin', 'catrac', 'solt', 'tent', 'efetu', 'devolu', 'mas', 'lannist', 'nã', 'dand', 'suport']"
positive,"['receb', 'antes', 'praz', 'entreg']"
3,"['receb', 'praz', 'produt', 'inferior', 'mostr', 'sit', 'nã', 'gost']"
positive,"['ótim', 'atend', 'super', 'expect', 'praz', 'entreg']"
positive,['surpreend']
positive,"['qualidad', 'produt', 'show', 'val', 'apen', 'compr', 'sit']"
negative,"['funçõ', 'mer', 'ilustr', 'nã', 'funcion', 'apen', 'hor']"
negative,"['nã', 'entreg', 'ped']"
negative,"['entreg', 'soment', 'unidad', 'compr', 'proced']"
negative,"['boa', 'noit', 'compr', 'realiz', 'mes', 'hj', 'nad', 'acab', 'verã', 'filh', 'tod', 'dias', 'ped', 'bói', 'unicórni', 'nao', 'receb', 'produt']"
positive,"['produt', 'bom', 'mas', 'falh', 'desenh', 'pois', 'nã', 'cab', 'sessent', 'garraf', 'norm', 'vinh', 'espac', 'altur', 'menor', 'algum', 'part']"
positive,"['cheg', 'antes', 'dat', 'coub', 'perfeit', 'rost', 'ótim', 'cust', 'benefici']"
3,"['produt', 'bom', 'exat', 'imagin', 'praz', 'entreg', 'cumpr', 'antecip', 'problem', 'quantidad', 'resolv', 'praz', 'record', 'parabéns', 'lannist', 'parceir']"
negative,"['compr', 'ja', 'dias', 'ate', 'agor', 'nao', 'entreg', 'nem', 'respond', 'contat']"
negative,"['sempr', 'compr', 'perfum', 'nest', 'loj', 'porém', 'dest', 'vez', 'vez', 'falsific', 'solicit', 'troc', 'aguard', 'respost']"
positive,"['atend', 'fornecedor', 'excelent', 'atenc']"
positive,"['fiqu', 'satisfeit']"
positive,"['servic', 'prest', 'dentr', 'esper', 'obrig']"
positive,"['entreg', 'cheg', 'bem', 'antes', 'praz', 'sup', 'confiável']"
negative,"['envi', 'orig', 'blumenau', 'ped', 'pra', 'retir', 'lá', 'imposs']"
positive,"['form', 'esper']"
positive,"['otim', 'cheg', 'antes', 'praz']"
positive,"['frasc', 'bem', 'frágil', 'tir', 'fit', 'ades', 'prend', 'tamp', 'descasc', 'tod', 'aind', 'nã', 'utiliz']"
positive,"['cheg', 'ced', 'imagin', 'acord', 'escolh', 'mas', 'pod', 'maior', 'pen', 'escolh', 'errad', 'mas', 'nã', 'imped', 'ajust', 'lo', 'pud', 'utiliz', 'sensacional']"
negative,"['imagin', 'produt', 'jeit', 'nã', 'supr', 'expect', 'parec', 'amostr', 'grat']"
negative,"['fot', 'mostr', 'produt', 'cheg', 'outr', 'simil']"
positive,"['únic', 'dic', 'loj', 'otimiz', 'envi', 'compr', 'frasc', 'cad', 'vei', 'caix', 'tamanh', 'caix', 'cab', 'frasc', 'vidr', 'produt', 'ótim']"
positive,"['lannist', 'sempr', 'send', 'excelent', 'logíst', 'entreg', 'parabéns']"
positive,"['fiqu', 'surpres', 'rapidez', 'entreg']"
positive,"['estetoscopi', 'ótim', 'qualidad', 'entreg', 'ráp']"
negative,"['vei', 'defeit', 'col', 'embaix']"
3,"['nã', 'vem', 'nenhum', 'identific', 'escrit']"
positive,"['obrig', 'mim', 'deix', 'satisfeit']"
positive,"['produt', 'entreg', 'praz', 'bols', 'pequen', 'mas', 'cont', 'kimon', 'faix', 'atend', 'bem']"
positive,"['negoc', 'concluíd', 'sucess', 'tud', 'ok']"
negative,"['olá', 'boa', 'noit', 'entreg', 'apen', 'travesseir', 'compr', 'dois', 'kits', 'total', 'quatr', 'travesseir', 'pec', 'verifiqu', 'erro', 'poss', 'dá', 'respost', 'brev']"
positive,"['magnif', 'not']"
negative,"['produt', 'vei', 'lacr', 'viol']"
negative,"['desd', 'solucion', 'problem', 'recomend', 'pq', 'const', 'produt', 'aind', 'nã', 'cheg']"
negative,"['compr', 'produt', 'dá', 'present', 'nã', 'cheg', 'dat', 'previst', 'moment', 'nã', 'receb', 'nenhum', 'justific', 'atras']"
positive,"['toalh', 'bem', 'bonit', 'receb', 'temp', 'determin']"
positive,"['ocorr', 'tud', 'ok']"
positive,"['tud', 'ocorr', 'bem', 'ped', 'transform']"
3,"['dei', 'estrel', 'pois', 'ache', 'alça', 'pouc', 'frágil', 'tamanh', 'malet']"
negative,"['fiz', 'ped', 'diz', 'jog', 'cm', 'compriment', 'compr', 'cheg', 'surpreend', 'pois', 'apen', 'cm', 'soub', 'produt', 'anunc', 'nao', 'compr']"
positive,"['excelent', 'produt', 'entreg', 'ráp', 'satisfeit']"
positive,"['bom', 'produt', 'cheg', 'antes', 'praz', 'verdad', 'cheg', 'ráp', 'recom']"
negative,"['produt', 'dev', 'cheg', 'aind', 'nã', 'receb', 'produt', 'nenhum', 'justific', 'loj', 'relaçã', 'atras']"
positive,"['produt', 'cheg', 'antes', 'praz', 'vem', 'embal', 'recom']"
positive,"['gost', 'produt', 'cheg', 'bem', 'antes', 'praz']"
3,"['produt', 'cheg', 'quebr', 'nã', 'sei', 'proced', 'pois', 'acredit', 'sid', 'quebr', 'durant', 'transport', 'correi']"
positive,"['produt', 'entreg', 'esper', 'recom']"
positive,"['produt', 'vendedor', 'excelent', 'pod', 'confi']"
negative,"['compr', 'dois', 'produt', 'cheg', 'envi', 'fal', 'post', 'cheg', 'soment', 'quer', 'produt', 'dinheir', 'volt']"
positive,"['receb', 'produt', 'corret', 'praz', 'ador']"
3,"['produt', 'boa', 'qualidad', 'porém', 'maior', 'bem', 'pequen']"
negative,"['produt', 'lix', 'cheg', 'descasc', 'além', 'falsific']"
positive,"['excelent', 'parc']"
positive,"['pont', 'negat', 'compr', 'relacion', 'fat', 'dq', 'sit', 'errou', 'dat', 'd', 'cheg', 'produt', 'mês', 'embor', 'nã', 'atras', 'mas', 'sim', 'adiant', 'entreg', 'sit', 'nã', 'reflet', 'dat', 'd', 'entreg']"
positive,"['ame', 'simpl', 'assim']"
positive,"['cheg', 'bem', 'antes', 'praz', 'satisfeit', 'produt', 'condiz', 'anunc', 'cheg', 'bem', 'embal', 'papel', 'present', 'compr', 'nov']"
positive,['otim']
negative,"['nã', 'receb', 'produt', 'moment', 'sempr', 'compr', 'lannist', 'entreg', 'costum', 'antes', 'praz', 'mas', 'dest', 'vez', 'infeliz', 'nã', 'cumpr', 'praz']"
positive,"['tud', 'cert', 'recom']"
negative,"['nã', 'satisfeit', 'qualidad', 'produt']"
3,"['cor', 'produt', 'long', 'bronz', 'qualidad', 'nã', 'tã', 'boa', 'encomend', 'cor', 'bronz', 'vei', 'beg']"
positive,"['vei', 'corret', 'produt']"
positive,"['cheg', 'praz', 'bom', 'produt']"
positive,"['bem', 'embal']"
positive,"['relaçã', 'entreg', 'tud', 'ok', 'mas', 'realiz', 'outr', 'compr', 'autoriz', 'dia', 'dest', 'mês', 'loj', 'pont', 'nerd', 'nã', 'entend', 'porqu', 'agor', 'nã', 'cheg', 'loj', 'cidad']"
negative,"['efetu', 'compr', 'duas', 'unidad', 'receb', 'apen', 'not', 'fiscal', 'risc', 'canet', 'alter', 'duas', 'unidad', 'mas', 'valor', 'duas', 'agor', 'nã', 'fiz', 'nenhum', 'contat']"
positive,"['tud', 'ótim']"
positive,"['gost', 'produt', 'correspond', 'especific', 'anúnci', 'bom']"
positive,"['cheg', 'antes', 'combim']"
negative,"['falt', 'respeit', 'client', 'faz', 'mês', 'fiz', 'compr', 'hoj', 'nã', 'receb', 'produt', 'infeliz', 'nunc', 'volt', 'compr', 'nest', 'sit']"
negative,"['faz', 'maisd', 'mes', 'fiz', 'ped', 'pagu', 'bolet', 'nao', 'receb', 'produt', 'nao', 'compr']"
positive,"['fichári', 'ótim', 'gost', 'bols', 'vem', 'dentr', 'mei', 'larg', 'nã', 'elást', 'log', 'transport', 'cois', 'guard', 'ali', 'saem', 'mas', 'tir', 'perfeit']"
positive,"['ache', 'bom', 'compr', 'c', 'vcs']"
negative,"['gost', 'sab', 'motiv', 'nã', 'receb', 'produt', 'pagu']"
positive,"['ótim', 'produt', 'cheg', 'bem', 'antes', 'dia', 'tud', 'perfeit']"
negative,"['fiz', 'compr', 'aparelh', 'mp', 'cheg', 'mand', 'mail', 'reclam', 'envi', 'produt', 'faltant', 'devolu', 'dinheir', 'nã', 'obtiv', 'respost']"
3,"['produt', 'cheg', 'mas', 'pouc', 'especific', 'nao', 'vai', 'atend', 'precis', 'devolv']"
positive,"['gost', 'praz', 'entreg', 'real', 'inform', 'praz', 'dad', 'ocasiã', 'encomend', 'dia', 'tal', 'praz', 'assust', 'pouc', 'client', 'aceit', 'restriçã']"
positive,"['lind', 'cortin', 'entreg', 'perfeit', 'parabéns', 'shooptaim']"
positive,"['cumpr', 'promet', 'inclusiv', 'praz']"
positive,"['perfeit', 'atend', 'on', 'lin', 'vio']"
positive,"['bom', 'cap', 'cab', 'perfeit', 'material', 'boa', 'qualidad', 'recom']"
negative,"['receb', 'metad', 'compr']"
positive,"['ráp', 'stark', 'sempr', 'bem', 'antes', 'praz', 'produt', 'certinh']"
positive,"['tud', 'ok', 'produt', 'dat', 'entreg', 'recom']"
negative,"['vei', 'falt', 'pec']"
3,"['compr', 'mosqueteir', 'cobr', 'fret', 'nã', 'ache', 'just', 'mas', 'tá', 'bom']"
positive,"['geral', 'gost', 'por', 'produt', 'nã', 'vei', 'exat', 'cor', 'aparec', 'sit', 'vei', 'enrol', 'plástic', 'bolh', 'caix', 'própr', 'relóri']"
3,"['nic', 'cois', 'pra', 'reclam', 'demarc', 'imprevist', 'trajet', 'maior', 'esclarec', 'fiqu', 'preocup', 'nao', 'atend', 'ningu']"
3,"['produt', 'razoável']"
positive,"['cheg', 'tud', 'cert']"
positive,"['falt', 'cd', 'link', 'pra', 'baix', 'windows', 'vem', 'instal', 'assim', 'algum', 'comprov', 'windows', 'original']"
positive,"['produt', 'excelent', 'qualidad', 'muit', 'lind', 'exat', 'fot', 'vem', 'bem', 'embal', 'entreg', 'antes', 'praz', 'recom']"
positive,"['entreg', 'bem', 'antes', 'praz', 'estipul', 'parabéns', 'qualidad', 'servic', 'prest']"
negative,"['produt', 'entreg', 'antes', 'praz', 'porém', 'nã', 'sit', 'nã', 'fal', 'sobr', 'qualidad', 'produt', 'bem', 'baix']"
negative,"['produt', 'nã', 'boa', 'qualidad', 'arrepend', 'ter', 'adquir', 'toalh', 'tã', 'ruins', 'acostum', 'buddemey', 'nao', 'recom', 'toalh', 'cit']"
negative,"['hoj', 'aind', 'nã', 'receb', 'mercador', 'previst', 'entreg', 'dia', 'trist', 'situaçã', 'mas', 'aguard', 'soluçã']"
negative,"['nã', 'receb', 'mercador', 'tod', 'tant', 'nã', 'poss', 'avali', 'nem', 'indic']"
negative,"['produt', 'cheg', 'ráp', 'mas', 'parec', 'mal', 'guard', 'manch', 'suj', 'parec', 'estoqu', 'faz', 'temp']"
negative,"['entreg', 'deepcool', 'n', 'laranj', 'nã', 'deepcool', 'n', 'laranj']"
positive,"['recom', 'sit', 'entreg', 'ráp']"
negative,"['produt', 'nã', 'cheg', 'cas', 'envi', 'email', 'diz', 'hav', 'ocorr', 'ocorrent', 'mas', 'nã', 'comunic', 'faz']"
positive,"['ótim', 'loj', 'ped', 'cheg', 'perfeit', 'condiçõ', 'dentr', 'praz', 'combin']"
positive,"['produt', 'boa', 'qualidad', 'entreg', 'bem', 'antes', 'términ', 'praz', 'pré', 'estabelec']"
positive,"['produt', 'cheg', 'antes', 'praz', 'entreg', 'satisfeit', 'atend', 'lannist']"
negative,"['embalag', 'perfum', 'original', 'mas', 'essênc', 'nã', 'uso', 'vezz', 'anos', 'produt', 'receb', 'pirat', 'vou', 'atrás', 'direit', 'consumidor', 'quer', 'perfum', 'cert', 'dinheir']"
positive,"['receb', 'produt', 'dentr', 'praz', 'vei', 'embal', 'nã', 'danific', 'por', 'loj', 'targaryen', 'nã', 'atualiz', 'status', 'ped', 'nem', 'app', 'loj', 'lannist', 'nem', 'sit', 'correi']"
positive,['bom']
positive,"['gost', 'aprov']"
positive,"['embalag', 'produt', 'arranh', 'parec', 'caid', 'var', 'vez']"
positive,"['receb', 'antes', 'esper', 'produt', 'ótim', 'qualidad', 'recom', 'economiz', 'algo', 'boa', 'qualidad', 'pras', 'cert']"
negative,"['vei', 'cop', 'errad', 'lannist', 'vend', 'cop', 'ml', 'vei', 'cop', 'ml']"
positive,"['períod', 'carnaval', 'produt', 'cheg', 'bem', 'antes', 'praz', 'máxim']"
3,"['entreg', 'praz', 'além', 'previsã', 'iníci', 'próxim', 'mês', 'entreg', 'deu', 'men', 'seman', 'parabéns']"
negative,"['mand', 'apen', 'not', 'fiscal', 'produt', 'mercador', 'nã', 'recom']"
negative,"['mand', 'mail', 'inform', 'receb', 'voltag', 'errad', 'ninguém', 'deu', 'retorn', 'inclusiv', 'envi', 'numer', 'celul', 'mas', 'infeliz', 'empres', 'nã', 'retorn']"
3,"['sugestã', 'dev', 'const', 'especific', 'produt', 'dev', 'cont', 'junt', 'co', 'produt', 'manual', 'instal']"
negative,"['lament', 'nenhum', 'comunic', 'sobr', 'motiv', 'tant', 'demor']"
3,"['nã', 'apto', 'avali', 'loj']"
negative,"['vej', 'unidad', 'cheg']"
3,"['receb', 'apen', 'kit', 'fiz', 'compr', 'kits', 'aguard', 'retorn', 'loj']"
positive,"['gost', 'produt', 'temp', 'entreg', 'sup', 'rap']"
positive,"['entreg', 'dentr', 'praz', 'tud', 'corret']"
positive,['showw']
positive,"['primeir', 'vez', 'compr', 'loj', 'lannist', 'internet', 'fiqu', 'satisfeit', 'pois', 'produt', 'cheg', 'perfeit', 'condiçõ', 'praz', 'ráp', 'promet', 'parabéns', 'tod', 'colab']"
positive,"['otim', 'compr', 'cheg', 'rap', 'correi', 'send', 'ruim']"
positive,"['parabéns', 'gost', 'loj', 'lannist', 'principal', 'lannist', 'onde', 'gent', 'pod', 'compr', 'internet', 'busc', 'loj', 'próxim']"
positive,"['entreg', 'dia']"
positive,"['qualidad', 'boa']"
positive,"['bem', 'atend', 'produt', 'entreg', 'antes', 'praz', 'val']"
positive,"['cheg', 'praz']"
negative,"['compr', 'produt', 'progress', 'all', 'tim', 'valor', 'mas', 'mand', 'produt', 'ediçã', 'especial', 'sit', 'valor', 'nã', 'just', 'esper', 'ressarc', 'diferenc']"
3,"['gost', 'receb', 'produt', 'aind', 'nã', 'receb']"
positive,"['amo', 'compr', 'baratheon', 'vcs', 'mil']"
positive,"['produt', 'qualidad']"
positive,"['produt', 'entreg', 'antes', 'praz']"
negative,"['falt', 'lustr', 'compr', 'vei', 'apen', 'unidad', 'proced']"
negative,"['satisfeit', 'parabens', 'tod', 'equip']"
3,"['infeliz', 'inform', 'principal', 'relaçã', 'produt', 'nã', 'encontr', 'form', 'clar', 'pagin', 'lannist', 'compr', 'maquin', 'extra', 'ole', 'voltag', 'vou', 'devolv']"
3,"['bom', 'produt', 'ache', 'long', 'praz', 'entreg', 'quas', 'mês']"
positive,"['produt', 'conform', 'imag', 'ilustr', 'sup', 'lind']"
positive,"['aind', 'nã', 'use', 'loj', 'parabéns', 'entreg', 'antes', 'praz']"
negative,"['produt', 'nã', 'fot', 'porém', 'mesm', 'potênc', 'valor', 'fret', 'alto', 'parec', 'prec', 'sedex', 'mas', 'demor', 'dias', 'além', 'demor', 'p', 'post', 'nã', 'recom', 'targaryen']"
positive,"['ótim', 'prdut']"
negative,"['compr', 'perfum', 'vei', 'apen', 'quer', 'estorn', 'dinheir']"
negative,"['nunc', 'compr', 'nad', 'sit', 'send', 'msm', 'vend', 'entreg', 'ospedeir']"
positive,"['ador', 'compr', 'ness', 'loj', 'sup', 'recom']"
positive,"['fragrânc', 'maravilh']"
positive,"['compr', 'lind', 'ame', 'canec']"
3,"['rastrei', 'produt', 'cheg', 'conclusã', 'problem', 'junt', 'correi', 'pois', 'consig', 'ver', 'said', 'produt', 'segund', 'praz', 'entreg', 'nã', 'cumpr']"
negative,"['ja', 'receb', 'outr', 'mercador', 'lençol', 'ñ', 'vei']"
3,"['loj', 'ócul', 'const', 'dispon', 'após', 'efetu', 'compr', 'receb', 'mail', 'nã', 'hav', 'produt', 'troc', 'outr', 'parec', 'transtorn', 'lannist']"
positive,"['excelent', 'servic']"
positive,"['mercador', 'cert', 'praz', 'infomrt']"
negative,"['ped', 'cortin', 'porém', 'receb', 'apen', 'receb', 'outr']"
positive,"['satisfeit', 'produt', 'tb', 'entreg', 'dentr', 'praz']"
3,"['tapet', 'fin', 'lev', 'aind', 'nã', 'use', 'nã', 'sei', 'bom']"
positive,"['produt', 'atend', 'espect', 'vári', 'compart', 'onde', 'poss', 'distribu', 'cartõ', 'dinheir', 'moed', 'recom', 'vendedor', 'detalh', 'produt']"
positive,"['receb', 'antes', 'previst']"
positive,"['gost', 'sit', 'recom', 'entreg', 'dentr', 'praz', 'c', 'respons']"
3,"['ache', 'material', 'tapet', 'fin', 'frágil', 'esper', 'resist', 'uso', 'normal']"
negative,"['garraf', 'entreg', 'falt', 'fon', 'bluetooth']"
3,"['eficient', 'infeliz', 'nao', 'muit', 'noca', 'produt', 'div', 'pouc', 'fot', 'quas', 'nenhum', 'informaca', 'sobr', 'mas', 'entreg', 'eficient', 'receb', 'compr']"
negative,"['apes', 'descriçã', 'produt', 'diz', 'compat', 'cap', 'nã', 'serv', 'corret', 'tab', 't', 'fic', 'tort', 'nã', 'pé', 'acab', 'nã', 'troc', 'porqu', 'filh', 'quis', 'assim']"
positive,"['atend', 'promet', 'tip', 'valor', 'ta', 'dentr', 'promet']"
positive,"['gost', 'ache', 'q', 'pequen', 'quadr', 'cm', 'nã', 'cm']"
negative,"['produt', 'entreg', 'praz', 'corret', 'porém', 'quantidad', 'abaix', 'compr', 'compr', 'whey', 'kg', 'entreg', 'whey', 'kg']"
negative,"['opinia', 'aind', 'nao', 'receb']"
negative,"['nao', 'avali', 'ja', 'aind', 'nao', 'receb']"
positive,"['sup', 'funcion']"
positive,"['entreg', 'receb', 'men', 'seman']"
positive,"['vendedor', 'corret', 'produt', 'entreg', 'agil']"
negative,"['produt', 'ruim']"
3,"['agor', 'nã', 'nad', 'reclam']"
positive,"['entreg', 'ráp', 'eficient', 'produt', 'bem', 'embal', 'sup', 'recom']"
negative,"['produt', 'paragua', 'fuler', 'jogu', 'lix']"
positive,"['ped', 'objet', 'cheg', 'dias', 'diferent']"
positive,"['entreg', 'antes', 'praz', 'produt', 'alta', 'qualidad']"
positive,"['gost', 'cheg', 'antes', 'praz', 'estabelec']"
negative,"['n', 'vei', 'embal', 'corret', 'produt', 'aparent', 'usad', 'muit', 'demor', 'entreg', 'n', 'recom']"
positive,"['produt', 'envi', 'rapid', 'correi', 'milagr', 'entreg', 'ráp', 'caix', 'vei', 'lev', 'amass', 'arranhõ', 'mas', 'nad', 'cheg', 'produt']"
positive,['bom']
negative,"['ador', 'cheg', 'sup', 'ráp', 'perfeit']"
positive,"['confort', 'aind', 'bonit', 'material', 'bom']"
positive,"['produt', 'entreg', 'antes', 'praz']"
positive,"['vendedor', 'confiavel', 'ped', 'cheg', 'praz', 'cert', 'recom']"
positive,"['porém', 'correi', 'abrir', 'caix', 'algum', 'pes', 'cim', 'acab', 'abrind', 'mas', 'tranquil', 'tud', 'anúnci', 'vend', 'apen', 'loj', 'caprich', 'mas', 'embalag']"
negative,"['falt', 'compromiss', 'client', 'produt', 'nunc', 'cheg', 'apes', 'reclam']"
positive,"['bem', 'ráp', 'tud', 'ok']"
positive,"['recom', 'tud', 'cert', 'entreg', 'produt']"
negative,"['nao', 'vei', 'espet']"
positive,"['nã', 'cans', 'elogi', 'asbcmoradnqu', 'fac', 'lannist']"
negative,"['compr', 'v', 'receb', 'v', 'agor', 'novel', 'troc']"
negative,"['aguard', 'estorn', 'valor']"
positive,"['ped', 'entreg', 'bem', 'antes', 'cobin', 'obrig', 'parabens']"
positive,"['produt', 'cheg', 'bom']"
negative,"['feit', 'ped', 'temp', 'aprov', 'pagament', 'ped', 'cancel', 'falt', 'estoqu', 'reembols', 'mas', 'quer', 'ventil']"
positive,"['cheg', 'tud', 'certinh', 'antes', 'praz', 'entreg']"
negative,"['nã', 'comunic', 'motiv', 'demor', 'entreg', 'nem', 'inform', 'ire', 'receb', 'produt']"
negative,"['ped', 'long', 'praz', 'entreg', 'aind', 'atras', 'produt', 'nã', 'receb', 'aind']"
positive,"['produt', 'entreg', 'antes', 'praz', 'tud', 'acord', 'ped']"
positive,"['surpreend', 'produt', 'ache', 'bem', 'frágil', 'todav', 'desempenh', 'bem', 'funçã', 'compr', 'outr']"
negative,"['moment', 'nao', 'receb', 'produt', 'fal', 'dispon', 'correi', 'nad', 'compr', 'fiz', 'novembr', 'receb', 'dois', 'produt', 'coch', 'sai', 'cam', 'box']"
positive,"['produt', 'boa', 'qualidad', 'mas', 'pelicul', 'nao', 'peg', 'tel', 'tod', 'incomod', 'pouc', 'mas', 'geral', 'bom', 'kit']"
positive,"['produt', 'bonit', 'bom']"
positive,"['máquin', 'tos', 'boa', 'ótim', 'cort', 'tom', 'cuid', 'pra', 'nã', 'cort', 'cachorr', 'prec', 'perfeit', 'gost']"
positive,"['cheg', 'antes', 'praz']"
3,"['cheg', 'rap', 'mas', 'por', 'cheg', 'amass', 'produt', 'dev', 'ter', 'caid', 'algum', 'lug', 'trajet', 'viag']"
negative,"['respons', 'client', 'quant', 'orig', 'produt', 'qualidad', 'certez', 'produt', 'entreg', 'acord', 'ped']"
negative,"['moment', 'nã', 'receb', 'produt', 'nã', 'entrar', 'contat', 'fal', 'q']"
